id;isi_berita;tema
128;"Rodri resmi menjadi jenderal baru Barcelona. Penampilan dan kepemimpinannya dibutuhkan Blaugrana. Rodri menjadi starter untuk pertama kalinya untuk Barcelona mengalahkan Valencia 5-0 di Mestalla, Minggu (6/9/2026). Peraih Ballon d'Or 2024 itu tampil apik. Bermain selama 62 menit, Rodri bisa menjadi poros permainan Barcelona. Gelandang yang dibeli dari Manchester City itu bisa mengalirkan bola dengan akurat. Menurut sofascore, catatan passing-nya hampir 100 persen. Daya jelajahnya juga luar biasa di lapangan. Performa itu membuat Rodri langsung menuai pujian dari Hansi Flick. Pelatih Barcelona itu menyebut pemain yang baru membawa Spanyol juara Piala Dunia 2026 itu pemimpin sejati. ""Segala sesuatu yang dilakukan Rodri masuk akal. Ini menarik,"" kata Hansi Flick. ""Tidak hanya di lapangan, tetapi juga di ruang ganti. Dia adalah pemimpin sejati,"" kata pelatih asal Jerman itu. Rodri didatangkan Barcelona dari Man City seharga 76,5 juta Euro atau Rp 1,57 triliun. Sudah tiga penampilan diberikan, dua sebelumnya cuma turun dari bangku cadangan. (yna/adp)";olahraga
129;"Manajer Chelsea Xabi Alonso memilih tak menurunkan Moises Caicedo lawan Arsenal. Ia mau memastikan gelandangnya pulih sepenuhnya. Caicedo pekan lalu dimainkan Alonso sebagai pengganti. Ia masuk pada menit ke-82 untuk menggantikan Pedro Neto, tapi kemudian ditarik keluar lagi untuk digantikan Valentin Barco. Lutut gelandang internasional Ekuador itu kambuh sehingga Alonso langsung mengambil langkah agar tak lebih buruk. Alonso juga mengambil keputusan tak membawa Caicedo tandang ke Emirates Stadium. Manajer asal Basque itu menjelaskan bahwa Caicedo bukannya bakal menepi lama. Tapi gelandang 24 tahun itu diistirahatkan agar memastikan lututnya benar-benar sembuh dulu setelah kesalahan pekan lalu. ""Itu bukan cedera jangka panjang koko. Tapi ini soal meninjau risikonya,"" kata Alonso dikutip Sky Sports. ""Pekan lalu, kami memainkannya terlalu cepat. Saya tak mau membuat kesalahan yang sama."" Absennya Caicedo bikin Chelsea kehabisan opsi di posisi gelandang bertahan. Mereka memulai dengan memainkan Reece James, yang berposisi asli bek kanan, lalu memasukkan Malo Gusto yang juga bek kanan untuk menggantikan Romeo Lavia. (raw/yna)";olahraga
130;"Gelandang Barcelona Pedri meyakini timnya tak akan kekurangan gol meski kehilangan banyak striker di bursa transfer musim panas lalu. Hasil di lapangan telah membuktikannya. Musim ini, Barca ditinggal tiga penyerang sekaligus. Robert Lewandowski hijrah ke Chicago Fire, Ferran Torres ke Paris Saint-Germain, dan Marcus Rashford pulang ke Manchester United. Sebagai gantinya, mereka mendatangkan Gabriel Jesus, Anthony Gordon, dan Karim Adeyemi. Dari tiga nama itu, hanya Jesus yang berposisi utama sebagai nomor 9. Barca sempat mengejar Julian Alvarez, namun akhirnya ia tetap bertahan di Atletico Madrid. Meski terjadi perubahan yang cukup signifikan di lini depan, namun keran gol Barca tetap mengalir deras. 17 gol telah mereka ciptakan dalam empat laga awal Liga Spanyol musim ini, semua berakhir dengan kemenangan. Terbaru, Barca melibas Valencia 5-0 di Mestalla pada Minggu (6/9/2026) lalu. Tak hanya memimpin klasemen sementara dengan 12 poin, mereka pun jadi satu-satunya tim yang sejauh ini telah mencetak lebih dari 10 gol. Raphinha yang biasa beroperasi dari sayap tampak nyaman bermain sebagai penyerang tengah dan sudah mencetak enam gol. Lamine Yamal juga sudah mencetak empat gol, sama seperti Fermin Lopez. Adeyemi sudah mencetak satu gol dan satu assist, demikian halnya dengan Pedri. ""Orang-orang selalu menginginkan striker yang mencetak 40 gol dalam semusim, tetapi kami memiliki banyak pemain yang mampu melakukan tugas itu,"" ujar Pedri kepada Movistar usai laga, seperti dikutip ESPN. ""Kami memiliki banyak pemain yang akan berada di posisi untuk mencetak gol-ada Raphinha, Lamine, Gordon, Gabriel Jesus, Adeyemi... Kami tidak akan kekurangan gol musim ini,"" tegas pemain 23 tahun itu. (adp/krs)";olahraga
131;"Pelatih Juventus Luciano Spalletti enggan membahas proses gol AC Milan yang bersarang ke gawang timnya. Menurutnya wasit sudah mengambil keputusan tepat. Juventus ditahan Milan 1-1 dalam lanjutan Serie A musim ini yang berlangsung di Allianz Stadium, Senin (7/9/2026) dini hari WIB. Bianconeri mengamankan satu poin lewat gol Federico Gatti di injury time usai tertinggal lebih dulu lewat Alphadjo Cisse. Gol Milan yang hadir lewat Cisse di menit ke-68 sempat diperdebatkan karena hadir lewat serangan balik. Saat itu Koni De Winter merebut bola dari Randal Kolo Muani sebelum dialirkan ke depan oleh Luka Modric dan akhirnya sampai di kaki Cisse. #JuveMilan | il dettaglio della refcam e della visuale di Mariani sul contatto De Winter / Kolo Muani (📸 DAZN). Non è uno ""step on foot"" pieno, ma sicuramente il tallone destro del rossonero va a pestare la punta del piede sinistro del bianconero. 🖥️ Lo scorso anno (sebbene le… pic.twitter.com/k649AhFzaS Namun wasit Maurizio Mariani tidak menilai aksi De Winter sebagai pelanggaran meski tampak ada kontak. Spalletti pun enggan mengajukan komplain soal itu. ""Mariani adalah salah satu wasit Italia terbaik, dan menurut pendapat saya, standar yang kita lihat itu sudah tepat,"" jawab Spalletti, dikutip Football Italia. ""Jika ingin bermain di Eropa, Anda harus beradaptasi, situasi-situasi seperti itu bukanlah pelanggaran dan tidak akan dianggap sebagai pelanggaran."" ""Memang begitulah seharusnya. Tentu saja, bisa saja terjadi insiden di mana pelanggaran tidak diberikan atau kartu kuning terlewatkan, namun mengingat kecepatan permainan, hal-hal semacam itu bisa terjadi bahkan pada wasit yang hebat dan berpengalaman seperti dia."" ""Saya tidak akan mengeluhkan hal-hal semacam ini, saya ingin melihat tim saya berjuang hingga akhir. Kami beruntung, karena seharusnya kami bisa mencetak gol lebih awal,"" tegas Spalletti. (adp/krs)";olahraga
132;"AS Roma memulai musim dengan cemerlang. Mantan pelatihnya, Fabio Capello, melihat banyak hal menjanjikan dari tim besutannya Gian Piero Gasperini. Roma start dengan impresif, meraih kemenangan di tiga pertandingan pertamanya. Tim berjuluk Serigala itu menghabisi Fiorentina dan Lecce 4-0, lalu mencatatkan comeback gemilang 2-1 atas Atalanta. Saat ini anak-anak asuh Gasperini memimpin klasemen Liga Italia dengan nilai sempurna sembilan. Mereka unggul selisih gol atas Inter Milan, satu-satunya tim selain mereka yang juga masih sempurna. Awal musim yang niscaya amat menggembirakan buat Roma, terutama melihat kemampuan menyerang dan bertahannya. Sejauh ini mereka jadi tim paling produktif (10 gol) dan paling jarang dijebol (1 gol). Musim memang masih panjang, tapi eks pelatih Roma Fabio Capello menilai Paulo Dybala dkk bermain dengan sikap yang tepat. Semuanya sadar punya peran baik sebagai pilihan utama maupun pengganti. Giallorossi pun digadang-gadang jadi pesaing utama juara bertahan, Inter Milan. ""Roma memainkan pendekatan satu lawan satu, habis-habisan, dan lebih dari itu, punya gaya yang proaktif ini dengan semuanya saling membantu satu sama lain,"" ujar Capello soal cara main Roma ""Kalau Anda punya empat atau lima pemain berkualitas di sepertiga akhir, yang tahu caranya berkomunikasi di ruang sempit, cepat atau lambat sesuatu akan terjadi. Melawan Atalanta, gol kemenangan itu akhirnya tiba."" ""Gasp (Gasperini) menginginkan dua pemain starter di setiap peran dan dia benar. Anda bisa melihat hasil-hasil di Olimpico, dengan pergantian di babak kedua."" ""Mereka semua bermain dengan hasrat yang sama untuk menang, karena memahami mereka itu kompetitif. Saya belum melihat satupun pemain Roma yang menunjukkan sikap seperti seseorang yang tersinggung kalau jadi pemain pengganti,"" imbuhnya. (raw/krs)";olahraga
133;"Borneo FC Samarinda mendatangkan bek baru dari Jepang, Rei Okada. Pesut Etam jadi punya 14 pemain asing dalam skuadnya. Rei diumumkan sebagai pemain baru Borneo pada, Senin (7/9/2026), sore, WIB. Bek berusia 24 tahun itu sebelumnya bermain di Austria Klagenfurt, klub kasta ketiga 2 Austria. Kedatangannya menjadi sinyal kuat Borneo ingin bersaing di kompetisi internasional. Musim ini Borneo mentas di AFC Challenge League (ACGL) yang tidak ada batasan jumlah pemain asing, Pesut Etam juga akan tampil di ASEAN Club Championship (ACC). Sebelum kedatangan Okada, Borneo sudah punya 13 pemain asing yang 11 di antaranya sudah didaftarkan untuk tampil di Super League. Mereka adalah Kadu M, Marcos Astina, Caxambu, Christian Matheus, Gabrial Oliveira, Iago Mendonca, Rodrigo Varanda, Juan Villa, Kablan N'Goma, Njabulo Blom, dan Ruben Lopez. Selain Okada, dua pemain asing lainnya yang tidak bisa didaftarkan ke Super League adalah Van Basty Sousa dan Moussa Diarra. Surplus pemain asing menunjukkan Borneo FC Samarinda ingin tampil kompetitif di kompetisi internasional. Presiden Borneo Nabil Husein menyebut bahwa timnya tidak pilih-pilih kompetisi. Baik domestik maupun internasional akan dianggap sama pentingnya bagi Borneo. ""Tidak ada istilah kami memilih kompetisi mana yang mau kami ikuti. Semua kompetisi akan kami jalani dengan serius,"" kata Nabil, dikutip dari laman Borneo. ""Kami ingin memberikan yang terbaik di setiap pertandingan dan di setiap kompetisi yang kami ikuti. Penambahan pemain tak hanya berhenti sampai di Van Basty, Borneo akan mendatangkan pemain lagi dan ini bukti keseriusan kami,"" ujarnya menambahkan. Menurut Nabil, kesempatan tampil di kompetisi Asia merupakan sebuah kebanggaan tersendiri bagi Borneo FC Samarinda. Untuk itu Borneo tidak akan menyia-nyiakan kesempatan ini. Borneo juga sudah berikrar untuk tidak sekadar menjadi peserta. Pesut Etam ingin memberikan perlawanan terbaik dan melangkah sejauh mungkin di kompetisi Asia. ""Membawa nama Indonesia adalah sebuah kebanggaan bagi Borneo FC dan juga Kota Samarinda. Ini bukan hanya tentang klub, tetapi bagaimana kami membawa nama daerah dan Indonesia di level Asia,"" ucap Nabil. ""Kami akan berjuang untuk melangkah jauh dan berprestasi. Kami tahu persaingannya akan berat, tetapi itu justru menjadi motivasi bagi kami untuk terus berkembang dan memberikan yang terbaik,"" tuturnya. (mro/yna)";olahraga
134;Calvin Verdonk berpotensi membuat debut di Liga Champions dalam laga Lille vs Real Betis. Bek kiri berpaspor Indonesia itu berpeluang berduel dengan Antony. Lille vs Real Betis berlangsung di Stade Pierre-Mauroy pada matcday pertama league phase, Rabu (9/9/2026) dini hari WIB. Pertandingan ini tentu sangat dinantikan oleh Verdonk, yang dalam karier sepakbolanya belum pernah tampil di Liga Champions. Menurut catatan Transfermark, ajang kompetisi antarklub Eropa terbaiknya Verdonk hanya di Liga Europa. Dia pada musim lalu main tujuh kali untuk Lille di Liga Europa. Verdonk, yang bermain sebagai full-back kiri, berpotensi berduel dengan Antony dari Real Betis. Pemain asal Brasil itu sedang menemukan kembali performanya setelah melempem di Manchester United. Verdonk bergabung dengan Lille pada September 2025. Pemain berusia 29 tahun itu mencatatkan 18 penampilan di Ligue 1 dengan total 786 menit bermain sepanjang musim 2025/2026. Antony sudah bermain 76 kali untuk Real Betis dengan membuat 23 gol dan 15 assist. Artinya, Antony sangat berpengaruh dalam lini serang Betis dan akhir pekan lalu mampu mengalahkan Real Madrid 1-0 di LaLiga. Jika tampil di laga melawan Betis, Verdonk membuat Indonesia mengukir sejarah di Liga Champions. Saat ini belum pernah ada pemain berpaspor Indonesia yang pernah bermain di ajang tersebut. (ran/krs);olahraga
135;"Chelsea dianggap mampu memberikan ancaman serius ke Arsenal lewat lini serangnya. Tapi ada persoalan penting yang diyakini perlu dibereskan di bursa transfer. Chelsea sempat mengejutkan Arsenal dalam laga di Emirates Stadium, Minggu (6/9/2026) malam WIB. Gol cepat Morgan Rogers pada menit kedua kembali menunjukkan potensi besar trio penyerang mereka. Tapi kemudian momentum itu gagal dimaksimalkan, seiring kendali yang direbut oleh Arsenal. Sang juara bertahan lantas membalas dengan dua gol lewat Kai Havertz dan Martin Odegaard. Kekalahan 1-2 ini lantas semacam mengonfirmasi bahwa Chelsea punya pekerjaan rumah di pertahanan, yang belum cukup mampu menahan tekanan. Sebelum Arsenal, The Blues bahkan sudah dibobol oleh Fulham dan Brighton & Hove Albion. Mantan bek Manchester United Gary Neville melihat Xabi Alonso perlu menambah opsi berkualitas di pertahanannya. Tiga beknya semalam: Josh Acheampong, Maxence Lacroix, dan Wesley Fofana terlihat jauh dari meyakinkan. ""Tiga beknya itu, saya lihat-lihat, hampir seperti kaki-kakinya tak terhubung dengan pinggul, dan pinggul-pinggulnya tak terhubung dengan badan. Mereka seperti kacau dan tak beraturan,"" kata Neville di Sky Sports. ""Saya melihat ke pola tiga bek terbaik yang mungkin pernah saya lihat, yakni tiga bek Juventus dan Italia dengan Andrea Barzagli, Leonardo Bonucci, dan Giorgio Chiellini, tiga raksasa sejati."" ""Mereka bekerja bersama-sama sebagai tiga bek, tahu bagaimana memosisikan diri mereka, mereka jago di udara, tahu bagaimana menaikkan garis pertahanan dan kapan harus turun lebih dalam. Mereka menata orang-orang di depan mereka,"" imbuhnya. Melihat performa Chelsea saat ini, Xabi Alonso disebut perlu diapresiasi. Ia sudah berhasil menemukan poin unggul dari tim dan perlu dipercaya menambal yang kurang. ""Mungkin Chelsea betul-betul perlu merekrut lebih banyak pemain seiring perjalanan 1-2 musim ke depan bersama Xabi Alonso. Dia serius sudah banyak bekerja,"" sambung pria yang kini jadi komentator itu. ""Dia cuma butuh tiga bek yang terasa solid. Mereka tak terlihat solid, mereka terlihat agak berantakan. Jadi itu persoalannya saat ini."" (raw/krs)";olahraga
136;"Lille akan melawan Real Betis di laga pertama Liga Champions 2026/2027. Indonesia berpeluang membuat sejarah di ajang ini melalui Calvin Verdonk. Lille vs Real Betis berlangsung di Stade Pierre-Mauroy pada matcday pertama league phase, Rabu (9/9/2026) dini hari WIB. Pertandingan ini tentu sangat dinantikan oleh Verdonk, yang dalam karier sepakbolanya belum pernah tampil di Liga Champions. Menurut catatan Transfermark, ajang kompetisi antarklub Eropa terbaiknya Verdonk hanya di Liga Europa. Dia pada musim lalu main tujuh kali untuk Lille di Liga Europa. Verdonk, yang bermain sebagai full-back kiri, berpotensi berduel dengan Antony dari Real Betis. Pemain asal Brasil itu sedang menemukan kembali performanya setelah melempem di Manchester United. Verdonk dalam tiga laga awal Lille di Ligue 1 Prancis selalu tampil. Dua kali sebagai pengganti dan satu sebagai starter. Artinya, Verdonk punya potensi besar bakal bermain melawan Real Betis. Jika dimainkan oleh pelatih Davide Ancelotti, Verdonk akan membuat Indonesia punya sejarah di Liga Champions. ""Pesepakbola asal Indonesia pertama yang akan tampil di fase grup UCL. Sejarah,"" tulis pernyataan Lille di akun resmi media sosialnya. Verdonk bergabung dengan Lille pada September 2025. Pemain berusia 29 tahun itu mencatatkan 18 penampilan di Ligue 1 dengan total 786 menit bermain sepanjang musim 2025/2026. (ran/krs)";olahraga
137;Bandara Soekarno-Hatta masih tutup imbas erupsi Gunung Anak Krakatau. Kepulangan Timnas Indonesia U-20 dari Laos sejauh ini belum terganggu. Indonesia U-20 baru saja menyelesaikan Kualifikasi Piala Asia U-20 2027 di Laos. Tim asuhan Nova Arianto sukses menutup kualifikasi dengan kemenangan 2-0 atas Australia pada laga pamungkas, Minggu (6/9). Menilik jadwal kepulangan, Indonesia U-20 akan kembali ke tanah air pada, Selasa (8/9). Sejauh ini belum ada perubahan jadwal kepulangan Indonesia U-20 terkait situasi erupsi Anak Gunung Krakatau sebagaimana dikonfirmasi PSSI di forum wartawan, Senin (7/9). Dijelaskan PSSI, sejauh ini jadwal kepulangan Indonesia U-20 masih sesuai rencana awal yakni pulang besok (Selasa, 8 September), via AirAsia (QZ 205) yang mendarat di Soetta pukul 16.35 WIB. Indonesia U-20 meraih tiket ke Piala Asia U-20 setelah menjadi pemuncak klasemen Grup H. Sebelum kemenangan atas Australia, Indonesia sudah lebih dulu membukukan satu kemenangan dan satu kali imbang sehingga meraih 7 poin. Kemenangan atas Australia membuat lolos ke Piala Asia U-20 2027 di China dengan status juara Grup H. Garuda Muda mengemas 7 poin dari 3 laga, hasil dua kali menang dan sekali imbang. Malaysia finis kedua dengan 5 poin dan juga lolos langsung ke babak utama. Sementara Australia dengan 4 poin di posisi ke-3 dan Laos tanpa poin di posisi buncit harus menerima kenyataan gagal ke Piala Asia tahun depan. (mro/yna);olahraga
138;"Kendati gagal menang, penampilan Manchester United lawan Everton dinilai sudah apik. Ada nuansa ketidakberuntungan dari hasil seri yang didapat. MU dua kali memimpin di Hill Dickinson Stadium, Minggu (6/9/2026) malam WIB, namun harus puas dengan hasil 2-2. Everton selalu berhasil menyamakan, pertama lewat sepakan menyudut dari Tyrique George dan kedua dari tembakan spekulatif Ainsley Maitland-Niles. Secara umum, MU bermain lebih dominan meski tak cukup mengontrol ancaman tuan rumah. Dua gol Everton yang tercipta pun hasil dari tembakan-tembakan cemerlang yang memang sulit dibendung. Penyerang legendaris MU Wayne Rooney merasa Michael Carrick tak perlu berkecil hati meski gagal menang. MU punya banyak hal menjanjikan dan musim masih panjang, memberi waktu dan kesempatan untuk berbenah. ""Menurut saya itu performa tandang yang bagus. Tentu saya kecewa dengan hasilnya, tapi saya pikir ada kontrol yang lebih baik dalam hal performa,"" ujarnya di BBC. ""Trio gelandang tampil sangat bagus. Ada dua tembakan bagus dari Everton yang menghasilkan dua gol, tapi saya rasa ada hal positif dari sudut pandang United."" ""Mereka akan kesal tidak memenangi pertandingan, menimbang performa yang ditunjukkan."" (raw/adp)";olahraga
